,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
770,Pyaar Ka Punchnama,tt1926313,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Pyar_Ka_Punchnama.jpg/220px-Pyar_Ka_Punchnama.jpg,https://en.wikipedia.org/wiki/Pyaar_Ka_Punchnama,Pyaar Ka Punchnama,Pyaar Ka Punchnama,0,2011,149,Comedy|Drama|Romance,7.7,18369,Outspoken and overly critical Nishant Agarwal meets gorgeous new co-worker  Charu  offers his help  assists her financially  and they become close friends. His room-mates  Rajat and Vikrant  are pleased with this outcome as they already have girlfriends in Neha and Rhea respectively. But both the relationships are not as harmonious  as Rajat feels Neha is self-centered and demanding  while Rhea appears to be withdrawn and aloof. Missing their meetings and bar-hopping  the trio decide to take a time-out and be by themselves. All three women  however  find out and decide to accompany them to the beach where they eventually mingle. The trio do not know that soon misunderstandings will crop up - and it will take a lot of effort and understanding to resolve them.,After falling in love  three room-mates experience changes in their lives.,,Kartik Aaryan|Raayo S. Bakhirta|Divyendu Sharma|Nushrat Bharucha|Sonnalli Seygall|Ishita Raj|,1 win & 1 nomination,20 May 2011 (India)
775,Delhi Belly (film),tt1934231,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Delhi_belly_poster.jpg/220px-Delhi_belly_poster.jpg,https://en.wikipedia.org/wiki/Delhi_Belly_(film),Delhi Belly,Delhi Belly,0,2011,103,Action|Comedy|Crime,7.5,25281,Delhi-based Sonia agrees to deliver a package for Vladimir Dragunsky and asks her rather unkempt and debt-ridden fiancé  Tashi Malhotra  to do it for her. Tashi  in turn  asks one of two of his room-mates  Nitin. But Nitin forgets to do so due to an upset stomach ailment commonly known as 'Delhi Belly' as well as his plan to blackmail their landlord  Manish and asks the third roommate Arup to deliver the package. A gangster  Somayajulu  who was the recipient of this package  starts by brutally questioning Vladimir  and finds out that the package may be in the possession of the trio. While Tashi must deal with his attraction for Journalist Menaka and incur the wrath of her husband  Rajiv  he still has to fully come to terms whether or not he wants to marry Sonia. And the entry of ruthless Somayajulu and his gang seriously jeopardizes any plans Tashi and his friends may have for the future.,Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,Shit Happens!,Imran Khan|Vir Das|Kunaal Roy Kapur|Shenaz Treasury|Poorna Jagannathan|Kim Bodnia|Paresh Ganatra|Vijay Raaz|,5 wins & 9 nominations,1 July 2011 (USA)
776,Murder 2,tt1918965,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Murder_2_Hindi_Movie_Poster.jpg/220px-Murder_2_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Murder_2,Murder 2,Murder 2,0,2011,127,Action|Drama|Horror,6.2,5899,Orphaned at a young age  former officer with Goa Police  Arjun Vishnu Bhaagwat  now lives alone  though he has a sweetheart in gorgeous model  Priya. Amidst reports of police extending their search for missing prostitutes  specifically the Caucasian daughter of a high-profile Russian Diplomat  Arjun is hired by a gangster  Sameer  and for a fee  must not only locate missing call-girls but also their abductor. Unable to get any clues  he than enlists the assistance of Sameer to recruit a bait  Reshma  who comes from an impoverished family  for the killer. Shortly thereafter Reshma goes missing  and Arjun loses contact with her. Guilt-ridden  he decides to use all possible resources to try and locate her before she herself becomes included in the official 'missing persons' list.,An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,,Emraan Hashmi|Jacqueline Fernandez|Prashant Narayanan|Sulagna Panigrahi|Sudhanshu Pandey|Sandeep Sikand|Amardeep Jha|Bikramjeet Kanwarpal|Shekhar Shukla|Raj Gopal Iyer|Surendra Rajan|Tanay Hemant Ambegowankar|Rasika Dugal|Shashi Kiran|,1 nomination,8 July 2011 (India)
777,Chillar Party,tt1841542,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Chillarparty2.jpg/220px-Chillarparty2.jpg,https://en.wikipedia.org/wiki/Chillar_Party,Chillar Party,Chillar Party,0,2011,135,Comedy|Drama|Family,7.4,6255,When an employee of Mumbai's Chandan Nagar leaves  he is replaced by a youth  Fatka  who has a stray dog  Bhidu (a.k.a. Buddy). There is no accommodation provided for this homeless orphan  so he and his pet decide to make an abandoned antique car their new home. There is some resentment from the children of the building  but Fatka gets accepted in the cricket team after he demonstrates his bowling capabilities. A chance visit by a politician  Shashikant Bhide  results in enforcement of new municipal legislation to capture all stray dogs  and the children decide to oppose it. Their attempt to secure 31 signatures from residents turns out to be in vain  and they decide to launch a unique protest. Shashikant puts pressure on Chandan Nagar's Secretary  Tandon  as well as launches his own campaign to enforce the legislation and ensure Bhidu's capture.,A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony takes on the big bad world of politics when one of their friend's life is endangered.,,Aarav Khanna|Chinmay Chandraunshuh|Divji Handa|Irfan Khan|Naman Jain|Rohan Grover|Sanath Menon|Vedant Desai|Raakesh Maudgal|Visshesh Tiwari|Shriya Sharma|Raju|Ajay Kumar|Sonamoni Jayant Gadekar|,3 wins,8 July 2011 (India)
778,Zindagi Na Milegi Dobara,tt1562872,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Zindagi_Na_Milegi_Dobara.jpg/220px-Zindagi_Na_Milegi_Dobara.jpg,https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,0,2011,155,Comedy|Drama,8.1,60826,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,,Hrithik Roshan|Farhan Akhtar|Abhay Deol|Katrina Kaif|Kalki Koechlin|Ariadna Cabrol|Naseeruddin Shah|Deepti Naval|Surpreet Bedi|Anisa Butt|Juan Jose Amador|Aashrita Kamath|Lolo Herrero|Barbara Holzer|,30 wins & 22 nominations,15 July 2011 (India)
783,Singham,tt1948150,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Singham_%282011_Hindi_film%29_Theatrical_poster.jpg/220px-Singham_%282011_Hindi_film%29_Theatrical_poster.jpg,https://en.wikipedia.org/wiki/Singham_(2011_film),Singham,Singham,0,2011,143,Action|Drama,6.7,13176,Following charges of corruption  Colva's (Goa) Police Inspector Rakesh Kadam kills himself  leaving a devastated wife  Megha  and son  Nitin. She takes it upon herself to canvas support that her husband was framed by a gangster  Jaykant Shikre  and vainly insists on a CBI Inquiry. When the High Court requires Jaykant  on unrelated charges  to present himself at Shivgad Police Station  which is located at the borders of Maharashtra and Karnataka  he refuses to do so  and the local Inspector Bajirao Singham  who has recently fallen in love with stunning Kavya Bhosle  summons him. An enraged Jaikant does appear along with an army of goons  but is no match for Bajirao  who has support from the entire community. Humbled and humiliated  Jaykant returns to Goa  and ensures Bajirao gets transferred there. It is here he not only plans to use an army of goons  his control and influence over politicians and senior police officers to plan the ultimate vengeance with impunity but also contest and ...,A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look foolish and weak.,,Ajay Devgn|Kajal Aggarwal|Prakash Raj|Sonali Kulkarni|Sachin Khedekar|Sudhanshu Pandey|,5 wins & 5 nominations,22 July 2011 (India)
788,Aarakshan,tt1848771,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Aarakshan.jpg/220px-Aarakshan.jpg,https://en.wikipedia.org/wiki/Aarakshan,Aarakshan,Aarakshan,0,2011,164,Drama,6.2,4629,Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes  right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal  a non-government college which is exempt from this mandate  gets in the limelight when it's Principal  Prabhakar Anand  endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh  who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation  taking his family  consisting of his wife  Kavita and daughter  Poorbi  to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for...,A decision by India's supreme court tests a man's friendships and loyalty.,,Amitabh Bachchan|Saif Ali Khan|Manoj Bajpayee|Deepika Padukone|Prateik|Tanvi Azmi|Saurabh Shukla|Darshan Jariwala|Yashpal Sharma|Mukesh Tiwari|Rajeev Verma|S.M. Zaheer|Chetan Pandit|Vinay Apte|,2 wins & 7 nominations,12 August 2011 (USA)
791,Bodyguard (2011 Hindi film),tt1729637,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Bodyguard_poster.jpg/220px-Bodyguard_poster.jpg,https://en.wikipedia.org/wiki/Bodyguard_(2011_Hindi_film),Bodyguard,Bodyguard,0,2011,130,Action|Comedy|Romance,4.6,20745,Reading from a diary  a lad comes to know about a nobleman from Jaisinghpur  Sartaj Rana  who invited the wrath of the Mhatre brothers  Ranjan and Vikrant  by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened  he hires Lovely as a bodyguard for his collegian daughter  Divya  and her friend  Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman  Chhaya  who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar  Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself  who believes that Lovely is attempting to elope with his daughter.,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,,Salman Khan|Kareena Kapoor|Raj Babbar|Hazel Keech|Mohammad Faizan|Aditya Pancholi|Mahesh Manjrekar|Chetan Hansraj|Rajat Rawail|Reema Debnath|Vidya Sinha|Asrani|Katrina Kaif|Mohan Kapoor|,14 wins & 11 nominations,31 August 2011 (USA)
796,Mere Brother Ki Dulhan,tt1740710,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Mere_Brother_Ki_Dulhan22.jpg/220px-Mere_Brother_Ki_Dulhan22.jpg,https://en.wikipedia.org/wiki/Mere_Brother_Ki_Dulhan,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,0,2011,139,Comedy|Family|Romance,5.8,8390,Mere Brother Ki Dulhan is a quirky romantic comedy set in the world of the upper middle class in Northern India. Kush Agnihotri (Imran Khan) is looking for the ideal Indian bride for his brother Luv Agnihotri (Ali Zafar) who stays in London. In his quest  Kush goes through an array of wacky encounters with several families until he finally finds that perfect girl in Dimple Dixit (Katrina Kaif)  the craziest / wackiest girl he has ever known. Both the families meet. Formalities completed. Preparations proceed in full swing. And just then  our hero Kush falls in love with Dimple  his brother's dulhan. What follows is a comical and unpredictable series of events in this unusual topsy-turvy tale of love.,A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,,Imran Khan|Katrina Kaif|Ali Zafar|Tara D'Souza|Parikshat Sahni|Kanwaljit Singh|Mahru Sheikh|Suparna Marwah|Arfeen Khan|Mohammed Zeeshan Ayyub|Tariq Vasudeva|Brijendra Kala|Kusum Talwar|Vijay Mohan|,3 nominations,9 September 2011 (USA)
797,Mausam (2011 film),tt1627924,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Mausam_first_look.jpg/220px-Mausam_first_look.jpg,https://en.wikipedia.org/wiki/Mausam_(2011_film),Mausam,Mausam,0,2011,161,Drama|Romance|War,4.7,4964,Circa 1992 Mallukot-based Harinder falls head-over-heels in love with Aayat  who has come to live there with her Bua  Fatimah  from Kashmir. Hoping to woo and marry her  despite of receiving romantic overtures from village belle  Lajjo  he  instead faces heartbreak following the attack on Babri Masjid by right-wing Hindu extremists. Seeking safety in Bombay  Aayat re-locates there with her father and Bua. The couple are then fated to meet in Scotland during 1999 where Harinder is now an Indian Air Force Pilot and Aayat is a ballet dancer. Both meet and re-kindle their romance  as well as set a date for their wedding. Unfortunately  the Kargil war compels Harinder to return home  and Aayat does not hear from him. Little does she know that he has been gravely injured and his left arm is paralyzed. After being discharged he still hopes to connect with her  returns to Scotland  and is told they have re-located to the United States. Following the events of 9-11  he gets a lead that she may...,A war  religious conflicts  and misunderstandings create obstacles for a couple of different faiths.,,Shahid Kapoor|Sonam Kapoor|Anupam Kher|Supriya Pathak|Aditi Sharma|Manoj Pahwa|Vaibhav Talwar|,1 win & 1 nomination,23 September 2011 (USA)
799,Force (2011 film),tt1992138,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Force_Movie_Poster.jpg/220px-Force_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Force_(2011_film),Force,Force,0,2011,137,Action|Thriller,6.4,6497,Critically wounded and lying unconscious in a Mumbai hospital  ACP Yashvardhan of the Narcotics Control Bureau reflects on his life and his love-affair with Maya. With the assistance of the Commissioner as well as his colleagues  Atul  Kamlesh and Mahesh Pandey  and an informer  Arvind Shetty  he was able to apprehend drug-dealers in Kutch  Gujarat; Jalandhar  Punjab  as well as in Himachal Pradesh. Unknowingly  he paved the way for Vasu Anna Reddy to become the sole drug-dealer and invite his Mombasa-based brother  Vishnu  to join him. An encounter with the team kills Vasu  and some of the team gets suspended. A vengeful Vishnu decides to target the entire police unit as well as their respective families  and vows that he will not rest until he has killed them all. He starts with brutally killing Mahesh and his wife  Rachna  and then abducts Atul's wife  Swati - with a motive of forcing the former to do away with the remainder of this police team.,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,Bound by Duty| Unleashed by Love.,John Abraham|Genelia D'Souza|Raj Babbar|Mohnish Bahl|Kamlesh Sawant|Ameet Gaurr|Anaitha Nair|Mukesh Rishi|Shashank Shende|Vidyut Jammwal|,2 wins & 1 nomination,30 September 2011 (India)
